player,age,team,pos,g,gs,mp,fg,fga,fg_pct,3p,3pa,3p_pct,2p,2pa,2p_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,player_id
Yves Missi,20.0,NOP,C,73.0,67.0,1956.0,5.0,9.1,0.547,0.0,0.0,0.0,5.0,9.0,0.548,0.547,2.3,3.8,0.623,4.7,6.4,11.1,1.8,0.7,1.8,1.5,2.7,12.2,missiyv01
Keon Ellis,25.0,SAC,SG,80.0,28.0,1948.0,4.2,8.6,0.489,2.6,5.9,0.433,1.6,2.6,0.615,0.639,1.3,1.6,0.849,1.1,2.8,3.9,2.2,2.2,1.2,1.3,3.3,12.3,elliske01
Bilal Coulibaly,20.0,WAS,SF,59.0,59.0,1948.0,4.9,11.5,0.421,1.2,4.1,0.281,3.7,7.4,0.5,0.472,2.6,3.4,0.746,1.7,3.8,5.4,3.7,1.4,0.8,2.3,2.6,13.4,coulibi01
Kyle Kuzma,29.0,2TM,PF,65.0,62.0,1936.0,6.9,15.8,0.436,1.8,5.8,0.307,5.1,9.9,0.512,0.493,2.4,3.8,0.634,1.0,5.9,6.9,2.8,0.7,0.4,2.7,2.2,17.9,kuzmaky01
Kyle Kuzma,29.0,WAS,PF,32.0,30.0,887.0,7.8,18.5,0.42,1.8,6.5,0.281,5.9,12.0,0.495,0.469,2.4,4.0,0.602,1.1,6.4,7.5,3.2,0.8,0.3,3.0,2.1,19.7,kuzmaky01
Kyle Kuzma,29.0,MIL,PF,33.0,32.0,1049.0,6.1,13.5,0.455,1.8,5.3,0.333,4.4,8.2,0.533,0.52,2.4,3.6,0.663,0.9,5.4,6.3,2.5,0.5,0.4,2.5,2.3,16.4,kuzmaky01
Julian Champagnie,23.0,SAS,SF,82.0,29.0,1932.0,5.1,12.4,0.415,3.3,8.9,0.371,1.8,3.4,0.53,0.549,1.6,1.8,0.904,1.2,4.7,5.9,2.1,1.1,0.7,1.4,2.1,15.2,champju02
Keon Johnson,22.0,BRK,SG,79.0,56.0,1925.0,5.7,14.6,0.389,2.4,7.5,0.314,3.3,7.1,0.468,0.47,2.0,2.6,0.77,1.2,4.4,5.6,3.3,1.5,0.6,2.2,3.9,15.7,johnske07
Naji Marshall,27.0,DAL,SF,69.0,31.0,1919.0,6.8,13.4,0.508,1.1,4.1,0.275,5.7,9.3,0.611,0.551,2.4,3.0,0.813,1.4,4.7,6.2,3.9,1.3,0.2,2.1,2.0,17.1,marshna01
Jrue Holiday,34.0,BOS,PG,62.0,62.0,1896.0,4.8,10.9,0.443,2.1,5.8,0.353,2.8,5.1,0.547,0.538,1.3,1.5,0.909,1.4,3.6,5.0,4.5,1.3,0.5,1.5,1.9,13.0,holidjr01
Guerschon Yabusele,29.0,PHI,C,70.0,43.0,1895.0,5.4,10.7,0.501,2.0,5.2,0.38,3.4,5.5,0.616,0.593,1.9,2.6,0.725,2.5,5.0,7.5,2.8,1.1,0.5,1.7,3.1,14.6,yabusgu01
Gary Trent Jr.,26.0,MIL,SG,74.0,9.0,1893.0,5.4,12.5,0.431,3.4,8.2,0.416,2.0,4.3,0.46,0.568,1.5,1.7,0.848,0.4,2.8,3.2,1.7,1.4,0.1,0.8,2.4,15.7,trentga02
Anthony Black,21.0,ORL,PG,78.0,10.0,1887.0,5.0,11.8,0.423,1.2,3.7,0.318,3.8,8.1,0.471,0.473,2.9,3.8,0.761,1.0,3.4,4.4,4.6,1.6,0.9,2.7,3.2,14.0,blackan01
Josh Green,24.0,CHO,SG,68.0,67.0,1887.0,3.4,8.0,0.428,1.9,4.7,0.391,1.6,3.3,0.48,0.543,0.9,1.4,0.681,1.1,2.2,3.3,2.1,1.4,0.3,1.3,3.1,9.7,greenjo02
Nic Claxton,25.0,BRK,C,70.0,62.0,1882.0,6.1,10.9,0.563,0.1,0.4,0.238,6.0,10.5,0.576,0.568,1.5,2.9,0.513,3.0,6.8,9.9,3.0,1.2,1.9,1.7,2.9,13.8,claxtni01
Andrew Nembhard,25.0,IND,SG,65.0,65.0,1881.0,4.7,10.3,0.458,1.0,3.3,0.291,3.8,7.0,0.538,0.506,2.1,2.6,0.794,0.7,3.5,4.1,6.2,1.5,0.2,2.1,2.9,12.5,nembhan01
Cason Wallace,21.0,OKC,SG,68.0,43.0,1876.0,4.5,9.4,0.474,1.4,4.0,0.356,3.0,5.4,0.562,0.55,0.6,0.7,0.811,1.4,3.0,4.4,3.3,2.3,0.7,1.1,2.8,10.9,wallaca01
Derrick Jones Jr.,27.0,LAC,SF,77.0,55.0,1873.0,6.0,11.3,0.526,1.5,4.2,0.356,4.5,7.1,0.627,0.593,1.6,2.3,0.703,1.8,3.3,5.1,1.2,1.5,0.6,1.3,2.9,15.0,jonesde02
Rui Hachimura,26.0,LAL,PF,59.0,57.0,1869.0,5.6,11.1,0.509,2.0,4.8,0.413,3.7,6.3,0.581,0.597,1.7,2.2,0.77,1.5,4.2,5.7,1.6,0.9,0.5,0.9,2.0,14.9,hachiru01
RJ Barrett,24.0,TOR,SF,58.0,58.0,1869.0,8.9,18.9,0.468,2.1,5.9,0.35,6.8,13.0,0.522,0.523,3.8,6.0,0.63,1.2,5.9,7.0,6.0,0.9,0.3,3.2,2.6,23.6,barrerj01
Buddy Hield,32.0,GSW,SG,82.0,22.0,1863.0,6.3,15.2,0.417,3.9,10.6,0.37,2.4,4.6,0.527,0.546,1.0,1.2,0.828,1.0,4.1,5.1,2.6,1.3,0.4,1.8,2.6,17.6,hieldbu01
Trey Murphy III,24.0,NOP,SF,53.0,51.0,1854.0,7.4,16.3,0.454,3.1,8.5,0.361,4.3,7.8,0.556,0.548,4.0,4.5,0.887,0.9,4.3,5.2,3.7,1.1,0.8,2.0,2.2,21.8,murphtr02
Zaccharie Risacher,19.0,ATL,SF,75.0,73.0,1843.0,7.0,15.2,0.458,2.4,6.7,0.355,4.6,8.5,0.54,0.537,2.1,2.9,0.711,1.7,3.6,5.2,1.8,1.0,0.7,1.8,2.9,18.4,risacza01
Andrew Wiggins,29.0,2TM,SF,60.0,60.0,1842.0,7.3,16.4,0.448,2.5,6.8,0.374,4.8,9.6,0.501,0.526,3.8,5.0,0.763,1.7,3.5,5.3,3.1,1.2,1.0,1.9,2.0,21.1,wiggian01
Andrew Wiggins,29.0,GSW,SF,43.0,43.0,1296.0,7.2,16.3,0.444,2.6,6.9,0.379,4.6,9.4,0.491,0.524,3.9,5.0,0.777,1.8,3.6,5.5,2.8,1.1,0.9,1.6,1.9,21.0,wiggian01
Andrew Wiggins,29.0,MIA,SF,17.0,17.0,546.0,7.6,16.5,0.458,2.4,6.6,0.36,5.2,10.0,0.523,0.53,3.8,5.1,0.731,1.5,3.2,4.7,3.7,1.3,1.1,2.8,2.0,21.3,wiggian01
Isaiah Collier,20.0,UTA,PG,71.0,46.0,1839.0,4.6,10.9,0.422,0.8,3.3,0.249,3.8,7.6,0.497,0.459,2.1,3.0,0.682,0.6,4.0,4.6,8.7,1.3,0.3,4.1,2.9,12.0,colliis01
Keldon Johnson,25.0,SAS,SF,77.0,0.0,1838.0,7.3,15.1,0.482,1.7,5.4,0.318,5.6,9.7,0.573,0.538,2.9,3.8,0.773,2.2,5.1,7.3,2.4,1.0,0.4,1.5,2.3,19.2,johnske04
Royce O'Neale,31.0,PHO,SF,75.0,22.0,1837.0,4.7,11.2,0.423,3.5,8.6,0.406,1.2,2.5,0.481,0.58,0.4,0.5,0.731,1.0,5.8,6.8,3.2,1.3,0.7,1.3,3.0,13.3,onealro01
P.J. Washington,26.0,DAL,PF,57.0,56.0,1835.0,5.9,13.0,0.453,1.8,4.7,0.381,4.1,8.4,0.493,0.521,2.8,3.9,0.722,1.6,7.1,8.7,2.6,1.2,1.2,2.3,2.6,16.4,washipj01
CJ McCollum,33.0,NOP,PG,56.0,56.0,1832.0,8.7,19.7,0.444,3.4,9.0,0.373,5.4,10.6,0.505,0.53,2.4,3.4,0.717,0.8,3.3,4.2,4.5,0.9,0.5,2.1,2.4,23.2,mccolcj01
Haywood Highsmith,28.0,MIA,SF,74.0,42.0,1818.0,3.5,7.7,0.458,1.8,4.6,0.382,1.8,3.1,0.57,0.572,0.6,0.9,0.721,1.4,3.6,5.0,2.2,1.3,0.7,1.1,3.2,9.5,highsha01
Dorian Finney-Smith,31.0,2TM,PF,63.0,40.0,1818.0,3.9,8.6,0.448,2.6,6.2,0.411,1.3,2.4,0.545,0.597,0.6,0.9,0.667,1.6,3.3,4.9,1.8,1.1,0.5,1.1,2.7,10.9,finnedo01
Dorian Finney-Smith,31.0,BRK,PF,20.0,20.0,579.0,4.5,9.9,0.459,2.9,6.7,0.435,1.6,3.2,0.51,0.607,0.9,1.5,0.625,1.9,3.7,5.7,1.9,1.1,0.7,1.1,3.4,12.9,finnedo01
Dorian Finney-Smith,31.0,LAL,PF,43.0,20.0,1239.0,3.5,8.0,0.442,2.4,6.0,0.398,1.2,2.0,0.571,0.591,0.4,0.6,0.714,1.4,3.1,4.5,1.7,1.2,0.3,1.1,2.4,9.9,finnedo01
Alex Sarr,19.0,WAS,C,67.0,67.0,1814.0,6.5,16.4,0.394,2.1,6.8,0.308,4.4,9.7,0.454,0.457,2.2,3.3,0.679,2.5,6.2,8.6,3.2,0.9,2.0,2.3,2.9,17.2,sarral01
Kyrie Irving,32.0,DAL,SG,50.0,50.0,1804.0,8.9,18.9,0.473,2.9,7.2,0.401,6.0,11.7,0.517,0.549,3.9,4.3,0.916,1.2,3.6,4.8,4.6,1.3,0.5,2.2,2.0,24.6,irvinky01
Kyshawn George,21.0,WAS,SG,68.0,38.0,1802.0,4.1,10.9,0.372,2.3,7.1,0.322,1.8,3.8,0.464,0.476,1.4,1.9,0.753,1.0,4.7,5.7,3.4,1.4,1.0,1.9,4.0,11.8,georgky01
Cameron Johnson,28.0,BRK,PF,57.0,57.0,1800.0,7.1,14.9,0.475,3.2,8.2,0.39,3.9,6.8,0.578,0.582,4.0,4.5,0.893,1.1,3.9,4.9,3.9,1.1,0.5,2.0,2.1,21.4,johnsca02
Duncan Robinson,30.0,MIA,SF,74.0,37.0,1785.0,5.8,13.4,0.437,3.8,9.7,0.393,2.0,3.6,0.556,0.581,0.9,1.1,0.887,0.4,3.0,3.4,3.5,0.8,0.1,1.7,2.7,16.5,robindu01
Kris Dunn,30.0,LAC,PG,74.0,58.0,1783.0,3.9,8.8,0.439,1.5,4.5,0.335,2.4,4.3,0.549,0.525,0.3,0.4,0.682,1.1,4.0,5.1,4.2,2.6,0.5,1.5,4.0,9.6,dunnkr01
Luka Dončić,25.0,2TM,PG,50.0,50.0,1769.0,9.4,20.9,0.45,3.6,9.8,0.368,5.8,11.1,0.522,0.536,6.3,8.0,0.782,0.8,7.5,8.3,7.8,1.8,0.4,3.6,2.6,28.7,doncilu01
Luka Dončić,25.0,DAL,PG,22.0,22.0,785.0,9.9,21.4,0.464,3.4,9.7,0.354,6.5,11.6,0.555,0.544,5.1,6.7,0.767,0.7,7.7,8.4,7.9,2.0,0.4,3.4,2.7,28.4,doncilu01
Luka Dončić,25.0,LAL,PG,28.0,28.0,984.0,9.0,20.5,0.438,3.7,9.8,0.379,5.2,10.6,0.493,0.53,7.2,9.1,0.791,0.9,7.4,8.3,7.7,1.6,0.4,3.8,2.5,28.9,doncilu01
Scoot Henderson,20.0,POR,PG,66.0,10.0,1759.0,5.9,14.0,0.419,2.1,6.1,0.354,3.7,7.9,0.469,0.496,3.2,4.2,0.767,1.1,3.0,4.1,6.9,1.4,0.3,3.6,3.7,17.1,hendesc01
Wendell Carter Jr.,25.0,ORL,C,68.0,51.0,1758.0,4.6,10.1,0.46,0.8,3.2,0.234,3.9,6.8,0.568,0.498,2.6,3.6,0.737,3.1,7.0,10.1,2.7,1.1,0.8,1.6,4.1,12.7,cartewe01
Collin Sexton,26.0,UTA,SG,63.0,61.0,1758.0,8.5,17.8,0.48,2.3,5.5,0.406,6.3,12.2,0.513,0.543,4.4,5.1,0.865,1.2,2.3,3.5,5.4,1.0,0.1,3.3,2.9,23.7,sextoco01
Mike Conley,37.0,MIN,PG,71.0,64.0,1756.0,3.8,9.6,0.4,2.6,6.4,0.41,1.2,3.2,0.38,0.535,1.7,1.8,0.9,0.7,3.1,3.7,6.5,1.6,0.3,1.5,2.3,11.9,conlemi01
Amir Coffey,27.0,LAC,SG,72.0,13.0,1748.0,4.9,10.5,0.471,2.1,5.1,0.409,2.9,5.4,0.529,0.57,2.4,2.7,0.891,0.7,2.7,3.3,1.6,0.8,0.1,0.9,2.5,14.3,coffeam01
Jimmy Butler,35.0,2TM,SF,55.0,55.0,1746.0,6.2,12.3,0.504,0.7,2.1,0.308,5.5,10.2,0.546,0.531,6.8,8.1,0.842,2.6,3.5,6.1,6.1,1.6,0.4,1.5,1.1,19.9,butleji01
Jimmy Butler,35.0,MIA,PF,25.0,25.0,766.0,6.7,12.4,0.54,0.6,1.7,0.361,6.1,10.7,0.568,0.565,6.1,7.6,0.801,2.6,3.6,6.2,5.6,1.3,0.5,1.4,1.1,20.0,butleji01
Jimmy Butler,35.0,GSW,SF,30.0,30.0,980.0,5.8,12.3,0.476,0.7,2.5,0.279,5.1,9.8,0.526,0.504,7.4,8.5,0.87,2.6,3.5,6.1,6.5,1.8,0.3,1.6,1.1,19.8,butleji01
Aaron Wiggins,26.0,OKC,SG,76.0,26.0,1744.0,7.3,15.0,0.488,2.7,7.0,0.383,4.6,8.0,0.578,0.577,1.5,1.8,0.831,1.7,4.4,6.1,2.8,1.2,0.4,1.4,2.1,18.9,wiggiaa01
Walker Kessler,23.0,UTA,C,58.0,58.0,1740.0,5.8,8.7,0.663,0.1,0.7,0.176,5.6,8.0,0.706,0.671,1.6,3.1,0.52,5.5,9.1,14.6,2.0,0.7,2.9,1.8,2.7,13.3,kesslwa01
De'Andre Hunter,27.0,2TM,SF,64.0,9.0,1740.0,7.4,15.8,0.47,3.2,8.0,0.405,4.2,7.7,0.537,0.573,4.4,5.3,0.846,0.9,4.4,5.3,1.9,1.0,0.3,1.7,3.2,22.5,huntede01
De'Andre Hunter,27.0,ATL,SF,37.0,4.0,1064.0,7.7,16.6,0.461,3.3,8.4,0.393,4.4,8.3,0.531,0.56,5.1,6.0,0.858,0.9,4.0,4.9,1.9,1.0,0.2,2.0,3.0,23.8,huntede01
De'Andre Hunter,27.0,CLE,SF,27.0,5.0,676.0,7.0,14.4,0.485,3.2,7.5,0.426,3.8,6.9,0.55,0.596,3.4,4.2,0.821,0.9,5.1,6.0,1.9,1.0,0.4,1.2,3.6,20.6,huntede01
Ochai Agbaji,24.0,TOR,SG,64.0,45.0,1739.0,5.5,11.1,0.498,2.1,5.2,0.399,3.4,5.8,0.587,0.593,0.7,1.0,0.708,1.3,3.7,5.0,2.0,1.2,0.6,1.1,2.6,13.8,agbajoc01
Brandin Podziemski,21.0,GSW,SG,64.0,33.0,1716.0,5.9,13.2,0.445,2.4,6.5,0.372,3.5,6.7,0.516,0.537,1.5,2.0,0.758,1.4,5.5,6.8,4.6,1.4,0.3,1.6,2.0,15.7,podzibr01
Jabari Smith Jr.,21.0,HOU,PF,57.0,39.0,1716.0,5.2,11.9,0.438,2.1,5.8,0.354,3.1,6.1,0.519,0.525,2.2,2.6,0.825,2.2,6.2,8.4,1.3,0.5,0.9,1.3,2.6,14.6,smithja05
Anthony Davis,31.0,2TM,PF,51.0,51.0,1706.0,9.9,19.2,0.516,0.7,2.6,0.282,9.2,16.6,0.553,0.536,6.0,7.8,0.775,2.8,9.6,12.5,3.8,1.2,2.3,2.4,2.1,26.6,davisan02
Anthony Davis,31.0,LAL,C,42.0,42.0,1440.0,10.0,18.9,0.528,0.7,2.3,0.298,9.3,16.6,0.56,0.546,6.3,8.0,0.788,3.0,9.5,12.5,3.5,1.4,2.3,2.3,2.0,27.0,davisan02
Anthony Davis,31.0,DAL,PF,9.0,9.0,266.0,9.5,20.6,0.461,0.9,4.1,0.233,8.5,16.5,0.516,0.484,4.5,6.5,0.688,2.0,10.3,12.3,5.4,0.7,2.7,2.7,2.2,24.4,davisan02
Bradley Beal,31.0,PHO,SG,53.0,38.0,1702.0,7.3,14.7,0.497,2.2,5.6,0.386,5.1,9.1,0.565,0.571,2.3,2.9,0.803,0.7,3.0,3.7,4.1,1.2,0.6,2.1,2.9,19.1,bealbr01
Georges Niang,31.0,2TM,PF,79.0,3.0,1697.0,6.1,13.2,0.461,3.5,8.7,0.406,2.5,4.5,0.569,0.595,1.0,1.2,0.793,1.0,4.8,5.8,2.4,0.6,0.3,1.7,4.3,16.6,niangge01
Georges Niang,31.0,CLE,PF,51.0,1.0,1053.0,5.7,11.9,0.477,3.1,7.7,0.4,2.6,4.2,0.618,0.606,0.8,1.0,0.793,1.2,5.3,6.5,2.3,0.6,0.2,1.6,4.4,15.2,niangge01
Georges Niang,31.0,ATL,PF,28.0,2.0,644.0,6.7,15.2,0.441,4.2,10.3,0.413,2.5,4.9,0.5,0.581,1.3,1.6,0.793,0.7,3.9,4.6,2.5,0.6,0.4,1.9,4.0,19.0,niangge01
Jakob Poeltl,29.0,TOR,C,57.0,56.0,1686.0,7.8,12.4,0.627,0.0,0.1,0.333,7.7,12.3,0.628,0.628,2.1,3.1,0.674,4.0,7.6,11.7,3.4,1.4,1.5,2.4,3.8,17.6,poeltja01
Scotty Pippen Jr.,24.0,MEM,PG,79.0,21.0,1683.0,6.1,12.7,0.48,1.9,4.7,0.397,4.2,8.0,0.528,0.553,2.6,3.7,0.713,1.4,4.1,5.5,7.4,2.2,0.6,3.0,4.3,16.7,pippesc02
Kevin Huerter,26.0,2TM,SG,69.0,31.0,1679.0,5.5,13.0,0.425,2.8,8.4,0.338,2.7,4.6,0.587,0.535,0.8,1.1,0.714,0.6,3.8,4.4,3.3,1.4,0.5,1.4,2.6,14.6,huertke01
Kevin Huerter,26.0,SAC,SG,43.0,15.0,899.0,5.1,12.4,0.413,2.5,8.2,0.302,2.6,4.2,0.629,0.513,0.8,1.1,0.714,0.8,4.0,4.8,3.0,1.4,0.6,1.5,2.8,13.5,huertke01
Kevin Huerter,26.0,CHI,SG,26.0,16.0,780.0,6.0,13.6,0.439,3.2,8.6,0.376,2.7,5.0,0.546,0.558,0.7,1.0,0.714,0.5,3.4,3.9,3.8,1.4,0.3,1.4,2.4,15.8,huertke01
Santi Aldama,24.0,MEM,PF,65.0,16.0,1660.0,6.8,14.1,0.483,2.6,7.1,0.368,4.2,7.0,0.599,0.576,1.4,2.0,0.691,2.0,7.0,9.0,4.1,1.1,0.6,1.5,1.6,17.6,aldamsa01
A.J. Green,25.0,MIL,SG,73.0,7.0,1659.0,3.9,9.2,0.429,3.4,7.9,0.427,0.6,1.3,0.443,0.612,0.5,0.6,0.815,0.4,3.4,3.8,2.3,0.8,0.2,0.9,3.4,11.7,greenaj01
Al Horford,38.0,BOS,C,60.0,42.0,1659.0,4.2,10.0,0.423,2.5,6.8,0.363,1.8,3.2,0.551,0.547,0.7,0.8,0.895,1.7,6.3,8.0,2.8,0.8,1.1,1.0,1.8,11.7,horfoal01
Terry Rozier,30.0,MIA,PG,64.0,23.0,1658.0,5.4,13.8,0.391,2.0,6.7,0.295,3.4,7.1,0.48,0.462,2.0,2.3,0.852,1.0,4.2,5.2,3.6,0.8,0.3,1.7,1.6,14.7,roziete01
Peyton Watson,22.0,DEN,SF,68.0,18.0,1656.0,4.4,9.3,0.477,1.0,3.0,0.353,3.4,6.3,0.534,0.533,2.1,3.0,0.693,1.0,4.0,5.1,2.0,1.0,2.0,1.2,2.7,12.0,watsope01
Moses Moody,22.0,GSW,SG,74.0,34.0,1649.0,5.4,12.4,0.433,2.8,7.4,0.374,2.6,5.0,0.519,0.544,2.3,2.9,0.797,1.1,3.0,4.1,2.1,1.3,0.7,1.2,2.5,15.8,moodymo01
Tristan Da Silva,23.0,ORL,SF,74.0,38.0,1629.0,4.4,10.7,0.412,1.8,5.3,0.335,2.6,5.4,0.488,0.495,1.2,1.4,0.873,1.6,3.8,5.4,2.5,0.7,0.4,1.2,2.1,11.8,dasiltr01
Donte DiVincenzo,28.0,MIN,SG,62.0,10.0,1606.0,5.6,13.3,0.422,3.9,9.8,0.397,1.7,3.5,0.49,0.568,1.1,1.4,0.778,0.7,4.4,5.1,5.0,1.6,0.4,2.2,2.6,16.2,divindo01
Isaiah Joe,25.0,OKC,SG,74.0,16.0,1604.0,5.8,13.2,0.44,4.3,10.5,0.412,1.5,2.7,0.549,0.604,1.0,1.3,0.821,0.9,3.5,4.4,2.7,1.1,0.2,0.9,2.5,17.0,joeis01
Corey Kispert,25.0,WAS,SF,61.0,0.0,1602.0,5.7,12.7,0.451,2.7,7.4,0.364,3.0,5.3,0.574,0.558,1.7,2.0,0.852,0.8,3.3,4.1,2.3,0.6,0.3,1.4,2.2,15.8,kispeco01
Caris LeVert,30.0,2TM,SG,64.0,3.0,1596.0,6.3,13.5,0.467,2.4,6.4,0.373,3.9,7.1,0.552,0.556,2.5,3.5,0.71,0.9,3.7,4.6,4.8,1.3,0.7,1.7,2.2,17.5,leverca01
Caris LeVert,30.0,CLE,SF,38.0,3.0,904.0,5.4,11.9,0.453,2.4,5.9,0.405,3.0,6.0,0.5,0.554,2.3,3.3,0.699,0.9,3.4,4.3,5.6,1.3,0.8,2.0,1.9,15.5,leverca01
Caris LeVert,30.0,ATL,SG,26.0,0.0,692.0,7.5,15.7,0.482,2.4,7.1,0.338,5.2,8.6,0.6,0.558,2.7,3.7,0.722,1.0,4.0,5.0,3.9,1.2,0.7,1.3,2.7,20.2,leverca01
Miles McBride,24.0,NYK,PG,64.0,10.0,1593.0,5.0,12.4,0.406,2.6,7.1,0.369,2.4,5.3,0.455,0.511,1.2,1.4,0.813,1.1,2.6,3.6,4.2,1.5,0.4,0.9,2.4,13.8,mcbrimi01
Isaiah Hartenstein,26.0,OKC,C,57.0,53.0,1590.0,6.3,10.9,0.581,0.0,0.4,0.0,6.3,10.4,0.605,0.581,1.8,2.6,0.675,3.7,10.1,13.8,5.0,1.1,1.4,2.2,3.9,14.4,harteis01
Gradey Dick,21.0,TOR,SG,54.0,54.0,1587.0,6.0,14.7,0.41,2.6,7.4,0.35,3.4,7.3,0.47,0.498,3.0,3.5,0.858,1.0,3.4,4.4,2.2,1.1,0.2,1.9,2.7,17.6,dickgr01
Paolo Banchero,22.0,ORL,PF,46.0,46.0,1582.0,9.4,20.7,0.452,2.0,6.2,0.32,7.4,14.5,0.509,0.5,6.4,8.8,0.727,1.2,6.7,7.9,5.0,0.8,0.6,3.1,2.2,27.1,banchpa01
Patrick Williams,23.0,CHI,PF,63.0,36.0,1576.0,4.7,11.8,0.397,2.2,6.2,0.353,2.5,5.6,0.447,0.49,1.4,1.9,0.723,1.0,4.4,5.4,2.8,1.1,0.7,2.0,2.0,12.9,willipa01
Obi Toppin,26.0,IND,PF,79.0,4.0,1545.0,7.4,14.0,0.529,2.6,7.0,0.365,4.8,6.9,0.695,0.621,2.1,2.7,0.781,1.3,6.1,7.4,3.0,1.1,0.7,1.6,2.5,19.4,toppiob01
Grayson Allen,29.0,PHO,SG,64.0,7.0,1544.0,5.1,11.4,0.448,3.5,8.2,0.426,1.6,3.2,0.504,0.6,2.2,2.7,0.816,0.8,3.7,4.5,3.2,1.3,0.4,1.7,2.2,15.9,allengr01
Sam Hauser,27.0,BOS,PF,71.0,19.0,1541.0,5.0,11.1,0.451,3.9,9.3,0.416,1.1,1.8,0.64,0.627,0.3,0.3,1.0,1.0,4.2,5.2,1.5,1.0,0.3,0.5,2.0,14.1,hausesa01
Ziaire Williams,23.0,BRK,SF,63.0,45.0,1541.0,5.0,12.1,0.412,2.4,7.1,0.341,2.6,5.1,0.509,0.511,2.4,2.9,0.821,1.4,5.3,6.7,2.0,1.4,0.7,1.6,3.5,14.8,willizi02
Gabe Vincent,28.0,LAL,PG,72.0,11.0,1527.0,4.0,9.9,0.4,2.6,7.3,0.353,1.4,2.6,0.532,0.53,0.4,0.5,0.714,0.5,1.7,2.2,2.3,1.2,0.3,1.0,3.6,10.8,vincega01
Victor Wembanyama,21.0,SAS,C,46.0,46.0,1527.0,9.6,20.2,0.476,3.3,9.5,0.352,6.3,10.7,0.586,0.559,3.7,4.5,0.836,1.9,10.0,11.9,4.0,1.2,4.1,3.5,2.5,26.3,wembavi01
Jerami Grant,30.0,POR,PF,47.0,47.0,1524.0,5.1,13.6,0.373,2.6,7.0,0.365,2.5,6.6,0.381,0.467,3.3,3.9,0.849,0.6,3.2,3.9,2.4,1.0,1.1,1.5,2.6,16.0,grantje01
Jonas Valančiūnas,32.0,2TM,C,81.0,21.0,1524.0,8.1,14.8,0.55,0.2,0.9,0.216,8.0,13.9,0.571,0.557,3.4,3.9,0.879,4.5,10.3,14.8,3.9,0.9,1.1,2.8,4.3,19.9,valanjo01
Jonas Valančiūnas,32.0,WAS,C,49.0,12.0,983.0,8.5,15.5,0.547,0.3,1.0,0.259,8.2,14.5,0.567,0.556,3.5,3.9,0.896,4.4,10.4,14.8,4.0,0.8,1.0,3.2,3.6,20.7,valanjo01
Jonas Valančiūnas,32.0,SAC,C,32.0,9.0,541.0,7.6,13.6,0.556,0.1,0.7,0.1,7.5,13.0,0.579,0.559,3.3,3.9,0.847,4.7,10.2,14.8,3.7,1.0,1.2,2.1,5.6,18.6,valanjo01
Kyle Filipowski,21.0,UTA,C,72.0,27.0,1522.0,6.1,12.3,0.502,1.8,5.2,0.35,4.3,7.0,0.614,0.576,2.2,3.4,0.65,2.6,7.8,10.4,3.3,1.1,0.5,2.4,4.0,16.3,filipky01
Ja Morant,25.0,MEM,PG,50.0,50.0,1519.0,9.6,21.1,0.454,2.1,6.8,0.309,7.5,14.3,0.523,0.504,6.2,7.6,0.824,0.8,4.1,4.9,8.6,1.4,0.3,4.4,2.7,27.5,moranja01
Matas Buzelis,20.0,CHI,SF,80.0,31.0,1511.0,6.0,13.2,0.454,2.3,6.3,0.361,3.7,6.9,0.54,0.541,2.1,2.6,0.815,1.3,5.3,6.6,1.9,0.7,1.8,1.8,3.0,16.4,buzelma01
LaMelo Ball,23.0,CHO,PG,47.0,47.0,1505.0,9.7,24.0,0.405,4.3,12.6,0.339,5.4,11.4,0.478,0.494,4.6,5.5,0.843,1.1,4.4,5.5,8.3,1.3,0.3,4.0,3.8,28.3,ballla01
Dalton Knecht,23.0,LAL,SF,78.0,16.0,1494.0,6.2,13.4,0.461,3.1,8.2,0.376,3.1,5.2,0.594,0.576,1.5,2.0,0.762,0.9,4.3,5.2,1.6,0.6,0.2,0.9,2.2,17.0,knechda01
Kevin Porter Jr.,24.0,2TM,SG,75.0,4.0,1482.0,7.1,15.8,0.449,1.3,4.3,0.311,5.8,11.5,0.501,0.492,3.2,4.1,0.769,1.0,5.7,6.8,6.2,2.0,0.3,3.3,2.9,18.7,porteke02
Kevin Porter Jr.,24.0,LAC,SG,45.0,2.0,884.0,7.0,16.6,0.423,1.1,4.3,0.245,5.9,12.3,0.485,0.455,2.0,3.1,0.645,1.2,5.3,6.5,5.9,1.8,0.4,3.4,2.9,17.1,porteke02
Kevin Porter Jr.,24.0,MIL,SG,30.0,2.0,598.0,7.3,14.7,0.494,1.7,4.3,0.408,5.5,10.5,0.529,0.553,4.9,5.6,0.871,0.8,6.3,7.1,6.7,2.3,0.1,3.1,2.9,21.2,porteke02
D'Angelo Russell,28.0,2TM,PG,58.0,36.0,1480.0,6.1,15.5,0.39,2.7,8.8,0.314,3.3,6.8,0.489,0.479,2.9,3.5,0.834,0.5,3.5,3.9,7.2,1.4,0.6,2.6,2.8,17.8,russeda01
