season,lg,player,age,team_rank,g,mp,pts,trb,ast,stl,blk,fgpct,3ppct,ftpct,ws,ws_48,player_id,award,coach,w,l,w_lpct,unnamed_4,unnamed_5,unnamed_6,unnamed_7,unnamed_8,games,season_start,season_end
1963-64,NBA,,,1st,,,,,,,,,,,,,,awards_raw,,,,,,,,,,,1963,1964
1963-64,NBA,,,2nd,,,,,,,,,,,,,,awards_raw,,,,,,,,,,,1963,1964
1962-63,NBA,,,1st,,,,,,,,,,,,,,awards_raw,,,,,,,,,,,1962,1963
1962-63,NBA,,,2nd,,,,,,,,,,,,,,awards_raw,,,,,,,,,,,1962,1963
1961-62,NBA,,,1st,,,,,,,,,,,,,,awards_raw,,,,,,,,,,,1961,1962
1961-62,NBA,,,2nd,,,,,,,,,,,,,,awards_raw,,,,,,,,,,,1961,1962
1960-61,NBA,,,1st,,,,,,,,,,,,,,awards_raw,,,,,,,,,,,1960,1961
1960-61,NBA,,,2nd,,,,,,,,,,,,,,awards_raw,,,,,,,,,,,1960,1961
1959-60,NBA,,,1st,,,,,,,,,,,,,,awards_raw,,,,,,,,,,,1959,1960
1959-60,NBA,,,2nd,,,,,,,,,,,,,,awards_raw,,,,,,,,,,,1959,1960
1958-59,NBA,,,1st,,,,,,,,,,,,,,awards_raw,,,,,,,,,,,1958,1959
1958-59,NBA,,,2nd,,,,,,,,,,,,,,awards_raw,,,,,,,,,,,1958,1959
1957-58,NBA,,,1st,,,,,,,,,,,,,,awards_raw,,,,,,,,,,,1957,1958
1957-58,NBA,,,2nd,,,,,,,,,,,,,,awards_raw,,,,,,,,,,,1957,1958
1956-57,NBA,,,1st,,,,,,,,,,,,,,awards_raw,,,,,,,,,,,1956,1957
1956-57,NBA,,,2nd,,,,,,,,,,,,,,awards_raw,,,,,,,,,,,1956,1957
1955-56,NBA,,,1st,,,,,,,,,,,,,,awards_raw,,,,,,,,,,,1955,1956
1955-56,NBA,,,2nd,,,,,,,,,,,,,,awards_raw,,,,,,,,,,,1955,1956
1954-55,NBA,,,1st,,,,,,,,,,,,,,awards_raw,,,,,,,,,,,1954,1955
1954-55,NBA,,,2nd,,,,,,,,,,,,,,awards_raw,,,,,,,,,,,1954,1955
1953-54,NBA,,,1st,,,,,,,,,,,,,,awards_raw,,,,,,,,,,,1953,1954
1953-54,NBA,,,2nd,,,,,,,,,,,,,,awards_raw,,,,,,,,,,,1953,1954
1952-53,NBA,,,1st,,,,,,,,,,,,,,awards_raw,,,,,,,,,,,1952,1953
1952-53,NBA,,,2nd,,,,,,,,,,,,,,awards_raw,,,,,,,,,,,1952,1953
1951-52,NBA,,,1st,,,,,,,,,,,,,,awards_raw,,,,,,,,,,,1951,1952
1951-52,NBA,,,2nd,,,,,,,,,,,,,,awards_raw,,,,,,,,,,,1951,1952
1950-51,NBA,,,1st,,,,,,,,,,,,,,awards_raw,,,,,,,,,,,1950,1951
1950-51,NBA,,,2nd,,,,,,,,,,,,,,awards_raw,,,,,,,,,,,1950,1951
1949-50,NBA,,,1st,,,,,,,,,,,,,,awards_raw,,,,,,,,,,,1949,1950
1949-50,NBA,,,2nd,,,,,,,,,,,,,,awards_raw,,,,,,,,,,,1949,1950
1948-49,BAA,,,1st,,,,,,,,,,,,,,awards_raw,,,,,,,,,,,1948,1949
1948-49,BAA,,,2nd,,,,,,,,,,,,,,awards_raw,,,,,,,,,,,1948,1949
1947-48,BAA,,,1st,,,,,,,,,,,,,,awards_raw,,,,,,,,,,,1947,1948
1947-48,BAA,,,2nd,,,,,,,,,,,,,,awards_raw,,,,,,,,,,,1947,1948
1946-47,BAA,,,1st,,,,,,,,,,,,,,awards_raw,,,,,,,,,,,1946,1947
1946-47,BAA,,,2nd,,,,,,,,,,,,,,awards_raw,,,,,,,,,,,1946,1947
2024-25,NBA,Evan Mobley,23.0,cle,71.0,30.5,18.5,9.3,3.2,0.9,1.6,0.557,0.37,0.725,9.0,0.2,mobleev01,awards_raw,,,,,,,,,,,2024,2025
2023-24,NBA,Rudy Gobert,31.0,min,76.0,34.1,14.0,12.9,1.3,0.7,2.1,0.661,0.0,0.638,11.6,0.216,goberru01,awards_raw,,,,,,,,,,,2023,2024
2022-23,NBA,Jaren Jackson Jr.,23.0,mem,63.0,28.4,18.6,6.8,1.0,1.0,3.0,0.506,0.355,0.788,6.6,0.177,jacksja02,awards_raw,,,,,,,,,,,2022,2023
2021-22,NBA,Marcus Smart,27.0,bos,71.0,32.3,12.1,3.8,5.9,1.7,0.3,0.418,0.331,0.793,5.6,0.116,smartma01,awards_raw,,,,,,,,,,,2021,2022
2020-21,NBA,Rudy Gobert,28.0,uta,71.0,30.8,14.3,13.5,1.3,0.6,2.7,0.675,0.0,0.623,11.3,0.248,goberru01,awards_raw,,,,,,,,,,,2020,2021
2019-20,NBA,Giannis Antetokounmpo,25.0,mil,63.0,30.4,29.5,13.6,5.6,1.0,1.0,0.553,0.304,0.633,11.1,0.279,antetgi01,awards_raw,,,,,,,,,,,2019,2020
2018-19,NBA,Rudy Gobert,26.0,uta,81.0,31.8,15.9,12.9,2.0,0.8,2.3,0.669,,0.636,14.4,0.268,goberru01,awards_raw,,,,,,,,,,,2018,2019
2017-18,NBA,Rudy Gobert,25.0,uta,56.0,32.4,13.5,10.7,1.4,0.8,2.3,0.622,,0.682,8.1,0.214,goberru01,awards_raw,,,,,,,,,,,2017,2018
2016-17,NBA,Draymond Green,26.0,gsw,76.0,32.5,10.2,7.9,7.0,2.0,1.4,0.418,0.308,0.709,8.2,0.16,greendr01,awards_raw,,,,,,,,,,,2016,2017
2015-16,NBA,Kawhi Leonard,24.0,sas,72.0,33.1,21.2,6.8,2.6,1.8,1.0,0.506,0.443,0.874,13.7,0.277,leonaka01,awards_raw,,,,,,,,,,,2015,2016
2014-15,NBA,Kawhi Leonard,23.0,sas,64.0,31.8,16.5,7.2,2.5,2.3,0.8,0.479,0.349,0.802,8.6,0.204,leonaka01,awards_raw,,,,,,,,,,,2014,2015
2013-14,NBA,Joakim Noah,28.0,chi,80.0,35.3,12.6,11.3,5.4,1.2,1.5,0.475,0.0,0.737,11.2,0.19,noahjo01,awards_raw,,,,,,,,,,,2013,2014
2012-13,NBA,Marc Gasol,28.0,mem,80.0,35.0,14.1,7.8,4.0,1.0,1.7,0.494,0.071,0.848,11.5,0.197,gasolma01,awards_raw,,,,,,,,,,,2012,2013
2011-12,NBA,Tyson Chandler,29.0,nyk,62.0,33.2,11.3,9.9,0.9,0.9,1.4,0.679,0.0,0.689,9.5,0.22,chandty01,awards_raw,,,,,,,,,,,2011,2012
2010-11,NBA,Dwight Howard,25.0,orl,78.0,37.6,22.9,14.1,1.4,1.4,2.4,0.593,0.0,0.596,14.4,0.235,howardw01,awards_raw,,,,,,,,,,,2010,2011
2009-10,NBA,Dwight Howard,24.0,orl,82.0,34.7,18.3,13.2,1.8,0.9,2.8,0.612,0.0,0.592,13.2,0.223,howardw01,awards_raw,,,,,,,,,,,2009,2010
2008-09,NBA,Dwight Howard,23.0,orl,79.0,35.7,20.6,13.8,1.4,1.0,2.9,0.572,0.0,0.594,13.8,0.234,howardw01,awards_raw,,,,,,,,,,,2008,2009
2007-08,NBA,Kevin Garnett,31.0,bos,71.0,32.8,18.8,9.2,3.4,1.4,1.3,0.539,0.0,0.801,12.9,0.265,garneke01,awards_raw,,,,,,,,,,,2007,2008
2006-07,NBA,Marcus Camby,32.0,den,70.0,33.8,11.2,11.7,3.2,1.2,3.3,0.473,0.0,0.729,7.6,0.155,cambyma01,awards_raw,,,,,,,,,,,2006,2007
2005-06,NBA,Ben Wallace,31.0,det,82.0,35.2,7.3,11.3,1.9,1.8,2.2,0.51,0.0,0.416,10.1,0.168,wallabe01,awards_raw,,,,,,,,,,,2005,2006
2004-05,NBA,Ben Wallace,30.0,det,74.0,36.1,9.7,12.2,1.7,1.4,2.4,0.453,0.111,0.428,8.5,0.153,wallabe01,awards_raw,,,,,,,,,,,2004,2005
2003-04,NBA,Metta World Peace,24.0,ind,73.0,37.2,18.3,5.3,3.7,2.1,0.7,0.421,0.31,0.733,8.0,0.141,artesro01,awards_raw,,,,,,,,,,,2003,2004
2002-03,NBA,Ben Wallace,28.0,det,73.0,39.4,6.9,15.4,1.6,1.4,3.2,0.481,0.167,0.45,10.6,0.176,wallabe01,awards_raw,,,,,,,,,,,2002,2003
2001-02,NBA,Ben Wallace,27.0,det,80.0,36.5,7.6,13.0,1.4,1.7,3.5,0.531,0.0,0.423,11.6,0.19,wallabe01,awards_raw,,,,,,,,,,,2001,2002
2000-01,NBA,Dikembe Mutombo,34.0,tot,75.0,34.5,10.0,13.5,1.0,0.4,2.7,0.484,,0.725,8.1,0.151,mutomdi01,awards_raw,,,,,,,,,,,2000,2001
1999-00,NBA,Alonzo Mourning,29.0,mia,79.0,34.8,21.7,9.5,1.6,0.5,3.7,0.551,0.0,0.711,12.9,0.226,mournal01,awards_raw,,,,,,,,,,,1999,2000
1998-99,NBA,Alonzo Mourning,28.0,mia,46.0,38.1,20.1,11.0,1.6,0.7,3.9,0.511,0.0,0.652,7.9,0.216,mournal01,awards_raw,,,,,,,,,,,1998,1999
1997-98,NBA,Dikembe Mutombo,31.0,atl,82.0,35.6,13.4,11.4,1.0,0.4,3.4,0.537,,0.67,10.8,0.177,mutomdi01,awards_raw,,,,,,,,,,,1997,1998
1996-97,NBA,Dikembe Mutombo,30.0,atl,80.0,37.2,13.3,11.6,1.4,0.6,3.3,0.527,,0.705,11.3,0.183,mutomdi01,awards_raw,,,,,,,,,,,1996,1997
1995-96,NBA,Gary Payton,27.0,sea,81.0,39.0,19.3,4.2,7.5,2.9,0.2,0.484,0.328,0.748,11.5,0.174,paytoga01,awards_raw,,,,,,,,,,,1995,1996
1994-95,NBA,Dikembe Mutombo,28.0,den,82.0,37.8,11.5,12.5,1.4,0.5,3.9,0.556,,0.654,8.7,0.135,mutomdi01,awards_raw,,,,,,,,,,,1994,1995
1993-94,NBA,Hakeem Olajuwon,31.0,hou,80.0,41.0,27.3,11.9,3.6,1.6,3.7,0.528,0.421,0.716,14.3,0.21,olajuha01,awards_raw,,,,,,,,,,,1993,1994
1992-93,NBA,Hakeem Olajuwon,30.0,hou,82.0,39.5,26.1,13.0,3.5,1.8,4.2,0.529,0.0,0.779,15.8,0.234,olajuha01,awards_raw,,,,,,,,,,,1992,1993
1991-92,NBA,David Robinson,26.0,sas,68.0,37.7,23.2,12.2,2.7,2.3,4.5,0.551,0.125,0.701,13.9,0.26,robinda01,awards_raw,,,,,,,,,,,1991,1992
1990-91,NBA,Dennis Rodman,29.0,det,82.0,33.5,8.2,12.5,1.0,0.8,0.7,0.493,0.2,0.631,8.7,0.151,rodmade01,awards_raw,,,,,,,,,,,1990,1991
1989-90,NBA,Dennis Rodman,28.0,det,82.0,29.0,8.8,9.7,0.9,0.6,0.7,0.581,0.111,0.654,9.3,0.189,rodmade01,awards_raw,,,,,,,,,,,1989,1990
1988-89,NBA,Mark Eaton,32.0,uta,82.0,35.5,6.2,10.3,1.0,0.5,3.8,0.462,,0.66,6.6,0.108,eatonma01,awards_raw,,,,,,,,,,,1988,1989
1987-88,NBA,Michael Jordan,24.0,chi,82.0,40.4,35.0,5.5,5.9,3.2,1.6,0.535,0.132,0.841,21.2,0.308,jordami01,awards_raw,,,,,,,,,,,1987,1988
1986-87,NBA,Michael Cooper,30.0,lal,82.0,27.5,10.5,3.1,4.5,1.0,0.5,0.438,0.385,0.851,6.1,0.131,coopemi01,awards_raw,,,,,,,,,,,1986,1987
1985-86,NBA,Alvin Robertson,23.0,sas,82.0,35.1,17.0,6.3,5.5,3.7,0.5,0.514,0.276,0.795,8.6,0.143,roberal01,awards_raw,,,,,,,,,,,1985,1986
1984-85,NBA,Mark Eaton,28.0,uta,82.0,34.3,9.7,11.3,1.5,0.4,5.6,0.449,,0.712,5.4,0.093,eatonma01,awards_raw,,,,,,,,,,,1984,1985
1983-84,NBA,Sidney Moncrief,26.0,mil,79.0,38.9,20.9,6.7,4.5,1.4,0.3,0.498,0.278,0.848,12.7,0.198,moncrsi01,awards_raw,,,,,,,,,,,1983,1984
1982-83,NBA,Sidney Moncrief,25.0,mil,76.0,35.7,22.5,5.8,3.9,1.5,0.3,0.524,0.1,0.826,13.2,0.233,moncrsi01,awards_raw,,,,,,,,,,,1982,1983
2024-25,NBA,Pascal Siakam,30.0,ind,,36.0,24.8,5.0,3.5,1.3,0.7,0.524,0.5,0.674,,,siakapa01,awards_raw,,,,,,,,,,6.0,2024,2025
2023-24,NBA,Jaylen Brown,27.0,bos,,41.0,29.8,5.0,3.0,2.0,0.8,0.517,0.37,0.655,,,brownja02,awards_raw,,,,,,,,,,4.0,2023,2024
2022-23,NBA,Jimmy Butler,33.0,mia,,39.6,24.7,7.6,6.1,2.6,0.4,0.42,0.348,0.833,,,butleji01,awards_raw,,,,,,,,,,7.0,2022,2023
2021-22,NBA,Jayson Tatum,23.0,bos,,40.7,25.0,8.3,5.6,1.1,0.9,0.462,0.353,0.86,,,tatumja01,awards_raw,,,,,,,,,,7.0,2021,2022
2023-24,NBA,Jaylen Brown,27.0,bos,5.0,38.6,20.8,5.4,5.0,1.6,0.8,0.44,0.235,0.733,,,brownja02,awards_raw,,,,,,,,,,,2023,2024
2022-23,NBA,Nikola Jokić,27.0,den,5.0,41.2,30.2,14.0,7.2,0.8,1.4,0.583,0.421,0.838,,,jokicni01,awards_raw,,,,,,,,,,,2022,2023
2021-22,NBA,Stephen Curry,33.0,gsw,6.0,37.5,31.2,6.0,5.0,2.0,0.2,0.482,0.437,0.857,,,curryst01,awards_raw,,,,,,,,,,,2021,2022
2020-21,NBA,Giannis Antetokounmpo,26.0,mil,6.0,39.8,35.2,13.2,5.0,1.2,1.8,0.618,0.2,0.659,,,antetgi01,awards_raw,,,,,,,,,,,2020,2021
2019-20,NBA,LeBron James,35.0,lal,6.0,39.3,29.8,11.8,8.5,1.2,0.5,0.591,0.417,0.667,,,jamesle01,awards_raw,,,,,,,,,,,2019,2020
2018-19,NBA,Kawhi Leonard,27.0,tor,6.0,40.5,28.5,9.8,4.2,2.0,1.2,0.434,0.357,0.906,,,leonaka01,awards_raw,,,,,,,,,,,2018,2019
2017-18,NBA,Kevin Durant,29.0,gsw,4.0,41.3,28.8,10.8,7.5,0.8,2.3,0.526,0.409,0.963,,,duranke01,awards_raw,,,,,,,,,,,2017,2018
2016-17,NBA,Kevin Durant,28.0,gsw,5.0,39.8,35.2,8.2,5.4,1.0,1.6,0.556,0.474,0.927,,,duranke01,awards_raw,,,,,,,,,,,2016,2017
2015-16,NBA,LeBron James,31.0,cle,7.0,41.7,29.7,11.3,8.9,2.6,2.3,0.494,0.371,0.721,,,jamesle01,awards_raw,,,,,,,,,,,2015,2016
2014-15,NBA,Andre Iguodala,31.0,gsw,6.0,37.0,16.3,5.8,4.0,1.3,0.3,0.521,0.4,0.357,,,iguodan01,awards_raw,,,,,,,,,,,2014,2015
2013-14,NBA,Kawhi Leonard,22.0,sas,5.0,33.4,17.8,6.4,2.0,1.6,1.2,0.612,0.579,0.783,,,leonaka01,awards_raw,,,,,,,,,,,2013,2014
2012-13,NBA,LeBron James,28.0,mia,7.0,43.0,25.3,10.9,7.0,2.3,0.9,0.447,0.353,0.795,,,jamesle01,awards_raw,,,,,,,,,,,2012,2013
2011-12,NBA,LeBron James,27.0,mia,5.0,44.0,28.6,10.2,7.4,1.6,0.4,0.472,0.188,0.826,,,jamesle01,awards_raw,,,,,,,,,,,2011,2012
2010-11,NBA,Dirk Nowitzki,32.0,dal,6.0,40.3,26.0,9.7,2.0,0.7,0.7,0.416,0.368,0.978,,,nowitdi01,awards_raw,,,,,,,,,,,2010,2011
2009-10,NBA,Kobe Bryant,31.0,lal,7.0,41.1,28.6,8.0,3.9,2.1,0.7,0.405,0.319,0.883,,,bryanko01,awards_raw,,,,,,,,,,,2009,2010
2008-09,NBA,Kobe Bryant,30.0,lal,5.0,43.8,32.4,5.6,7.4,1.4,1.4,0.43,0.36,0.841,,,bryanko01,awards_raw,,,,,,,,,,,2008,2009
2007-08,NBA,Paul Pierce,30.0,bos,6.0,38.8,21.8,4.5,6.3,1.2,0.3,0.432,0.393,0.83,,,piercpa01,awards_raw,,,,,,,,,,,2007,2008
2006-07,NBA,Tony Parker,24.0,sas,4.0,37.8,24.5,5.0,3.3,0.8,0.0,0.568,0.571,0.526,,,parketo01,awards_raw,,,,,,,,,,,2006,2007
2005-06,NBA,Dwyane Wade,24.0,mia,6.0,43.5,34.7,7.8,3.8,2.7,1.0,0.468,0.273,0.773,,,wadedw01,awards_raw,,,,,,,,,,,2005,2006
2004-05,NBA,Tim Duncan,28.0,sas,7.0,40.7,20.6,14.1,2.1,0.4,2.1,0.419,,0.667,,,duncati01,awards_raw,,,,,,,,,,,2004,2005
2003-04,NBA,Chauncey Billups,27.0,det,5.0,38.8,21.0,3.2,5.2,1.2,0.0,0.509,0.471,0.929,,,billuch01,awards_raw,,,,,,,,,,,2003,2004
2002-03,NBA,Tim Duncan,26.0,sas,6.0,44.0,24.2,17.0,5.3,1.0,5.3,0.495,0.0,0.685,,,duncati01,awards_raw,,,,,,,,,,,2002,2003
2001-02,NBA,Shaquille O'Neal,29.0,lal,4.0,41.5,36.3,12.3,3.8,0.5,2.8,0.595,,0.662,,,onealsh01,awards_raw,,,,,,,,,,,2001,2002
2000-01,NBA,Shaquille O'Neal,28.0,lal,5.0,45.0,33.0,15.8,4.8,0.4,3.4,0.573,,0.513,,,onealsh01,awards_raw,,,,,,,,,,,2000,2001
1999-00,NBA,Shaquille O'Neal,27.0,lal,6.0,45.7,38.0,16.7,2.3,1.0,2.7,0.611,,0.387,,,onealsh01,awards_raw,,,,,,,,,,,1999,2000
1998-99,NBA,Tim Duncan,22.0,sas,5.0,45.6,27.4,14.0,2.4,1.0,2.2,0.537,0.0,0.795,,,duncati01,awards_raw,,,,,,,,,,,1998,1999
1997-98,NBA,Michael Jordan,34.0,chi,6.0,41.7,33.5,4.0,2.3,1.8,0.7,0.427,0.308,0.814,,,jordami01,awards_raw,,,,,,,,,,,1997,1998
1996-97,NBA,Michael Jordan,33.0,chi,6.0,42.7,32.3,7.0,6.0,1.2,0.8,0.456,0.32,0.764,,,jordami01,awards_raw,,,,,,,,,,,1996,1997
1995-96,NBA,Michael Jordan,32.0,chi,6.0,42.0,27.3,5.3,4.2,1.7,0.2,0.415,0.316,0.836,,,jordami01,awards_raw,,,,,,,,,,,1995,1996
1994-95,NBA,Hakeem Olajuwon,32.0,hou,4.0,44.8,32.8,11.5,5.5,2.0,2.0,0.483,1.0,0.692,,,olajuha01,awards_raw,,,,,,,,,,,1994,1995
1993-94,NBA,Hakeem Olajuwon,31.0,hou,7.0,43.1,26.9,9.1,3.6,1.6,3.9,0.5,1.0,0.86,,,olajuha01,awards_raw,,,,,,,,,,,1993,1994
1992-93,NBA,Michael Jordan,29.0,chi,6.0,45.7,41.0,8.5,6.3,1.7,0.7,0.508,0.4,0.694,,,jordami01,awards_raw,,,,,,,,,,,1992,1993
1991-92,NBA,Michael Jordan,28.0,chi,6.0,42.3,35.8,4.8,6.5,1.7,0.3,0.526,0.429,0.891,,,jordami01,awards_raw,,,,,,,,,,,1991,1992
1990-91,NBA,Michael Jordan,27.0,chi,5.0,44.0,31.2,6.6,11.4,2.8,1.4,0.558,0.5,0.848,,,jordami01,awards_raw,,,,,,,,,,,1990,1991
1989-90,NBA,Isiah Thomas,28.0,det,5.0,38.4,27.6,5.2,7.0,1.6,0.4,0.542,0.688,0.742,,,thomais01,awards_raw,,,,,,,,,,,1989,1990
1988-89,NBA,Joe Dumars,25.0,det,4.0,36.8,27.3,1.8,6.0,0.5,0.3,0.576,0.0,0.868,,,dumarjo01,awards_raw,,,,,,,,,,,1988,1989
1987-88,NBA,James Worthy,26.0,lal,7.0,38.0,22.0,7.4,4.4,0.7,0.6,0.492,0.0,0.735,,,worthja01,awards_raw,,,,,,,,,,,1987,1988
1986-87,NBA,Magic Johnson,27.0,lal,6.0,39.3,26.2,8.0,13.0,2.3,0.3,0.541,0.5,0.96,,,johnsma02,awards_raw,,,,,,,,,,,1986,1987
1985-86,NBA,Larry Bird,29.0,bos,6.0,44.8,24.0,9.7,9.5,2.7,0.3,0.482,0.368,0.939,,,birdla01,awards_raw,,,,,,,,,,,1985,1986
1984-85,NBA,Kareem Abdul-Jabbar,37.0,lal,6.0,35.5,25.7,9.0,5.2,1.0,1.5,0.604,,0.769,,,abdulka01,awards_raw,,,,,,,,,,,1984,1985
1983-84,NBA,Larry Bird,27.0,bos,7.0,43.6,27.4,14.0,3.6,2.1,1.1,0.484,0.667,0.842,,,birdla01,awards_raw,,,,,,,,,,,1983,1984
1982-83,NBA,Moses Malone,27.0,phi,4.0,39.3,25.8,18.0,2.0,1.5,1.5,0.507,,0.66,,,malonmo01,awards_raw,,,,,,,,,,,1982,1983
1981-82,NBA,Magic Johnson,22.0,lal,6.0,41.7,16.2,10.8,8.0,2.5,0.3,0.533,0.0,0.846,,,johnsma02,awards_raw,,,,,,,,,,,1981,1982
1980-81,NBA,Cedric Maxwell,25.0,bos,6.0,37.8,17.7,9.5,2.8,0.2,1.0,0.568,,0.759,,,maxwece01,awards_raw,,,,,,,,,,,1980,1981
1979-80,NBA,Magic Johnson,20.0,lal,6.0,42.7,21.5,11.2,8.7,2.7,0.3,0.573,0.0,0.875,,,johnsma02,awards_raw,,,,,,,,,,,1979,1980
1978-79,NBA,Dennis Johnson,24.0,sea,5.0,44.8,22.6,6.0,6.0,1.8,2.2,0.459,,0.719,,,johnsde01,awards_raw,,,,,,,,,,,1978,1979
1977-78,NBA,Wes Unseld,31.0,wsb,7.0,38.6,9.0,11.7,3.9,0.6,0.1,0.52,,0.55,,,unselwe01,awards_raw,,,,,,,,,,,1977,1978
1976-77,NBA,Bill Walton,24.0,por,6.0,37.7,18.5,19.0,5.2,1.0,3.7,0.545,,0.789,,,waltobi01,awards_raw,,,,,,,,,,,1976,1977
1975-76,NBA,Jo Jo White,29.0,bos,6.0,46.5,21.7,4.3,5.8,1.5,0.0,0.439,,0.878,,,whitejo01,awards_raw,,,,,,,,,,,1975,1976
1974-75,NBA,Rick Barry,30.0,gsw,4.0,43.0,29.5,4.0,5.0,3.5,0.8,0.444,,0.938,,,barryri01,awards_raw,,,,,,,,,,,1974,1975
1973-74,NBA,John Havlicek,33.0,bos,7.0,47.1,26.4,7.7,4.7,1.9,0.0,0.429,,0.872,,,havlijo01,awards_raw,,,,,,,,,,,1973,1974
1972-73,NBA,Willis Reed,30.0,nyk,5.0,30.0,16.4,9.2,2.6,,,0.493,,0.889,,,reedwi01,awards_raw,,,,,,,,,,,1972,1973
1971-72,NBA,Wilt Chamberlain,35.0,lal,5.0,47.2,19.4,23.2,2.6,,,0.6,,0.543,,,chambwi01,awards_raw,,,,,,,,,,,1971,1972
1970-71,NBA,Kareem Abdul-Jabbar,23.0,mil,4.0,42.0,27.0,18.5,2.8,,,0.605,,0.762,,,abdulka01,awards_raw,,,,,,,,,,,1970,1971
1969-70,NBA,Willis Reed,27.0,nyk,6.0,37.7,23.0,10.5,2.8,,,0.484,,0.588,,,reedwi01,awards_raw,,,,,,,,,,,1969,1970
1968-69,NBA,Jerry West,30.0,lal,7.0,43.9,37.9,4.7,7.4,,,0.49,,0.839,,,westje01,awards_raw,,,,,,,,,,,1968,1969
2024-25,NBA,Dyson Daniels,21.0,atl,76.0,33.8,14.1,5.9,4.4,3.0,0.7,0.493,0.34,0.593,5.0,0.093,daniedy01,awards_raw,,,,,,,,,,,2024,2025
2023-24,NBA,Tyrese Maxey,23.0,phi,70.0,37.5,25.9,3.7,6.2,1.0,0.5,0.45,0.373,0.868,8.1,0.147,maxeyty01,awards_raw,,,,,,,,,,,2023,2024
2022-23,NBA,Lauri Markkanen,25.0,uta,66.0,34.4,25.6,8.6,1.9,0.6,0.6,0.499,0.391,0.875,8.2,0.173,markkla01,awards_raw,,,,,,,,,,,2022,2023
2021-22,NBA,Ja Morant,22.0,mem,57.0,33.1,27.4,5.7,6.7,1.2,0.4,0.493,0.344,0.761,6.7,0.171,moranja01,awards_raw,,,,,,,,,,,2021,2022
2020-21,NBA,Julius Randle,26.0,nyk,71.0,37.6,24.1,10.2,6.0,0.9,0.3,0.456,0.411,0.811,7.8,0.14,randlju01,awards_raw,,,,,,,,,,,2020,2021
2019-20,NBA,Brandon Ingram,22.0,nop,62.0,33.9,23.8,6.1,4.2,1.0,0.6,0.463,0.391,0.851,5.1,0.115,ingrabr01,awards_raw,,,,,,,,,,,2019,2020
2018-19,NBA,Pascal Siakam,24.0,tor,80.0,31.9,16.9,6.9,3.1,0.9,0.7,0.549,0.369,0.785,9.3,0.175,siakapa01,awards_raw,,,,,,,,,,,2018,2019
2017-18,NBA,Victor Oladipo,25.0,ind,75.0,34.0,23.1,5.2,4.3,2.4,0.8,0.477,0.371,0.799,8.2,0.155,oladivi01,awards_raw,,,,,,,,,,,2017,2018
2016-17,NBA,Giannis Antetokounmpo,22.0,mil,80.0,35.6,22.9,8.8,5.4,1.6,1.9,0.521,0.272,0.77,12.4,0.21,antetgi01,awards_raw,,,,,,,,,,,2016,2017
2015-16,NBA,CJ McCollum,24.0,por,80.0,34.8,20.8,3.2,4.3,1.2,0.3,0.448,0.417,0.827,6.0,0.104,mccolcj01,awards_raw,,,,,,,,,,,2015,2016
2014-15,NBA,Jimmy Butler,25.0,chi,65.0,38.7,20.0,5.8,3.3,1.8,0.6,0.462,0.378,0.834,11.2,0.214,butleji01,awards_raw,,,,,,,,,,,2014,2015
2013-14,NBA,Goran Dragić,27.0,pho,76.0,35.1,20.3,3.2,5.9,1.4,0.3,0.505,0.408,0.76,10.3,0.186,dragigo01,awards_raw,,,,,,,,,,,2013,2014
2012-13,NBA,Paul George,22.0,ind,79.0,37.6,17.4,7.6,4.1,1.8,0.6,0.419,0.362,0.807,9.0,0.145,georgpa01,awards_raw,,,,,,,,,,,2012,2013
2011-12,NBA,Ryan Anderson,23.0,orl,61.0,32.2,16.1,7.7,0.9,0.8,0.4,0.439,0.393,0.877,8.9,0.219,anderry01,awards_raw,,,,,,,,,,,2011,2012
2010-11,NBA,Kevin Love,22.0,min,73.0,35.8,20.2,15.2,2.5,0.6,0.4,0.47,0.417,0.85,11.4,0.21,loveke01,awards_raw,,,,,,,,,,,2010,2011
2009-10,NBA,Aaron Brooks,25.0,hou,82.0,35.6,19.6,2.6,5.3,0.8,0.2,0.432,0.398,0.822,5.5,0.091,brookaa01,awards_raw,,,,,,,,,,,2009,2010
2008-09,NBA,Danny Granger,25.0,ind,67.0,36.2,25.8,5.1,2.7,1.0,1.4,0.447,0.404,0.878,8.0,0.158,grangda01,awards_raw,,,,,,,,,,,2008,2009
2007-08,NBA,Hedo Türkoğlu,28.0,orl,82.0,36.9,19.5,5.7,5.0,0.9,0.3,0.456,0.4,0.829,9.0,0.143,turkohe01,awards_raw,,,,,,,,,,,2007,2008
2006-07,NBA,Monta Ellis,21.0,gsw,77.0,34.3,16.5,3.2,4.1,1.7,0.3,0.475,0.273,0.763,4.0,0.072,ellismo01,awards_raw,,,,,,,,,,,2006,2007
2005-06,NBA,Boris Diaw,23.0,pho,81.0,35.5,13.3,6.9,6.2,0.7,1.0,0.526,0.267,0.731,8.9,0.149,diawbo01,awards_raw,,,,,,,,,,,2005,2006
2004-05,NBA,Bobby Simmons,24.0,lac,75.0,37.3,16.4,5.9,2.7,1.4,0.2,0.466,0.435,0.846,6.8,0.117,simmobo01,awards_raw,,,,,,,,,,,2004,2005
2003-04,NBA,Zach Randolph,22.0,por,81.0,37.9,20.1,10.5,2.0,0.8,0.5,0.485,0.2,0.761,7.1,0.111,randoza01,awards_raw,,,,,,,,,,,2003,2004
