"player","team","number","position","height","weight","last_attended","country","profile_url","is_active","is_free_agent","is_retired","headshot_url","birthdate","draft","experience","legacy"
"Troy Caupain","","","","","","","","https://www.nba.com/player/1628505/troy-caupain",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1628505.png","November 29, 1995","Undrafted","2 Years",False
"Duane Causwell","","","","","","","","https://www.nba.com/player/190/duane-causwell",False,False,True,"","May 31, 1968","1990 R1 Pick 18","12 Years",False
"Tyler Cavanaugh","","","","","","","","https://www.nba.com/player/1628463/tyler-cavanaugh",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1628463.png","February 9, 1994","Undrafted","3 Years",False
"Ron Cavenall","","","","","","","","https://www.nba.com/player/76370/HISTADD-ron-cavenall",False,False,True,"","1959-04-30T00:00:00","Undrafted #Undrafted","2 Years",True
"Ahmad Caver","","","","","","","","https://www.nba.com/player/1629958/ahmad-caver",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1629958.png","September 12, 1996","2019","1 Year",False
"Malcolm Cazalon","","","","","","","","https://www.nba.com/player/1630608/malcolm-cazalon",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1630608.png","August 27, 2001","Undrafted","1 Year",False
"Cedric Ceballos","","","","","","","","https://www.nba.com/player/76/cedric-ceballos",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/76.png","August 2, 1969","1990 R2 Pick 48","11 Years",False
"John Celestand","","","","","","","","https://www.nba.com/player/1911/john-celestand",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1911.png","March 6, 1977","1999 R2 Pick 30","2 Years",False
"Al Cervi","","","","","","","","https://www.nba.com/player/76373/HISTADD-al-cervi",False,False,True,"","1917-02-12T00:00:00","Undrafted #Undrafted","4 Years",True
"Lionel Chalmers","","","","","","","","https://www.nba.com/player/2763/lionel-chalmers",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/2763.png","November 10, 1980","2004 R2 Pick 33","2 Years",False
"Mario Chalmers","","","","","","","","https://www.nba.com/player/201596/mario-chalmers",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/201596.png","May 19, 1986","2008 R2 Pick 34","10 Years",False
"Bill Chamberlain","","","","","","","","https://www.nba.com/player/76374/HISTADD-bill-chamberlain",False,False,True,"","1949-12-16T00:00:00","1972 #43","1 Years",True
"Wilt Chamberlain","","","","","","","","https://www.nba.com/player/76375/HISTADD-wilt-chamberlain",False,False,True,"","","","",True
"Jerry Chambers","","","","","","","","https://www.nba.com/player/76376/HISTADD-jerry-chambers",False,False,True,"","1943-07-18T00:00:00","1966 #7","4 Years",True
"Tom Chambers","","","","","","","","https://www.nba.com/player/1472/tom-chambers",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1472.png","June 21, 1959","1981 R1 Pick 8","16 Years",False
"Julian Champagnie","SAS","","","","","","","https://www.nba.com/player/1630577/julian-champagnie",True,False,False,"","June 29, 2001","Undrafted","2 Years",False
"Justin Champagnie","WAS","","","","","","","https://www.nba.com/player/1630551/justin-champagnie",True,False,False,"","June 29, 2001","Undrafted","3 Years",False
"Mike Champion","","","","","","","","https://www.nba.com/player/76378/HISTADD-mike-champion",False,False,True,"","1964-04-05T00:00:00","Undrafted #Undrafted","1 Years",True
"Kennedy Chandler","","","","","","","","https://www.nba.com/player/1631113/kennedy-chandler",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1631113.png","September 16, 2002","2022 R2 Pick 38","2 Years",False
"Tyson Chandler","","","","","","","","https://www.nba.com/player/2199/tyson-chandler",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/2199.png","October 2, 1982","2001 R1 Pick 2","20 Years",False
"Wilson Chandler","","","","","","","","https://www.nba.com/player/201163/wilson-chandler",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/201163.png","May 10, 1987","2007 R1 Pick 23","13 Years",False
"Don Chaney","","","","","","","","https://www.nba.com/player/76379/HISTADD-don-chaney",False,False,True,"","1946-03-22T00:00:00","1968 #12","11 Years",True
"John Chaney","","","","","","","","https://www.nba.com/player/76380/HISTADD-john-chaney",False,False,True,"","1920-02-29T00:00:00","Undrafted #Undrafted","1 Years",True
"Rex Chapman","","","","","","","","https://www.nba.com/player/364/rex-chapman",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/364.png","October 5, 1967","1988 R1 Pick 8","12 Years",False
"Len Chappell","","","","","","","","https://www.nba.com/player/76382/HISTADD-len-chappell",False,False,True,"","1941-01-31T00:00:00","1962 #4","9 Years",True
"Ken Charles","","","","","","","","https://www.nba.com/player/76383/HISTADD-ken-charles",False,False,True,"","1951-07-10T00:00:00","1973 #38","5 Years",True
"Lorenzo Charles","","","","","","","","https://www.nba.com/player/76384/HISTADD-lorenzo-charles",False,False,True,"","1963-11-25T00:00:00","1985 #41","1 Years",True
"Joe Chealey","","","","","","","","https://www.nba.com/player/1629147/joe-chealey",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1629147.png","November 1, 1995","2018","2 Years",False
"Calbert Cheaney","","","","","","","","https://www.nba.com/player/384/calbert-cheaney",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/384.png","July 17, 1971","1993 R1 Pick 6","13 Years",False
"Zylan Cheatham","","","","","","","","https://www.nba.com/player/1629597/zylan-cheatham",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1629597.png","November 17, 1995","Undrafted","3 Years",False
"Maurice Cheeks","","","","","","","","https://www.nba.com/player/76385/HISTADD-maurice-cheeks",False,False,True,"","1956-09-08T00:00:00","1978 #36","15 Years",True
"Phil Chenier","","","","","","","","https://www.nba.com/player/76386/HISTADD-phil-chenier",False,False,True,"","1950-10-30T00:00:00","Undrafted #Undrafted","10 Years",True
"Will Cherry","","","","","","","","https://www.nba.com/player/203805/will-cherry",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/203805.png","February 8, 1991","Undrafted","2 Years",False
"Derrick Chievous","","","","","","","","https://www.nba.com/player/76387/HISTADD-derrick-chievous",False,False,True,"","1967-07-03T00:00:00","1988 #16","3 Years",True
"Pete Chilcutt","","","","","","","","https://www.nba.com/player/432/pete-chilcutt",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/432.png","September 14, 1968","1991 R1 Pick 27","9 Years",False
"Josh Childress","","","","","","","","https://www.nba.com/player/2735/josh-childress",False,False,True,"","June 20, 1983","2004 R1 Pick 6","9 Years",False
"Randolph Childress","","","","","","","","https://www.nba.com/player/719/randolph-childress",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/719.png","September 21, 1972","1995 R1 Pick 19","2 Years",False
"Chris Childs","","","","","","","","https://www.nba.com/player/164/chris-childs",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/164.png","November 20, 1967","Undrafted","9 Years",False
"Chris Chiozza","","","","","","","","https://www.nba.com/player/1629185/chris-chiozza",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1629185.png","November 21, 1995","Undrafted","5 Years",False
"Leroy Chollet","","","","","","","","https://www.nba.com/player/76391/HISTADD-leroy-chollet",False,False,True,"","1925-03-05T00:00:00","Undrafted #Undrafted","2 Years",True
"Ulrich Chomche","TOR","","","","","","","https://www.nba.com/player/1642279/ulrich-chomche",True,False,False,"","December 30, 2005","2024 R2 Pick 57","Rookie",False
"Jim Chones","","","","","","","","https://www.nba.com/player/76392/HISTADD-jim-chones",False,False,True,"","1949-11-30T00:00:00","1973 #31","8 Years",True
"Marquese Chriss","","","","","","","","https://www.nba.com/player/1627737/marquese-chriss",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1627737.png","July 2, 1997","2016 R1 Pick 8","7 Years",False
"Fred Christ","","","","","","","","https://www.nba.com/player/76393/HISTADD-fred-christ",False,False,True,"","1930-08-06T00:00:00","Undrafted #Undrafted","1 Years",True
"Cal Christensen","","","","","","","","https://www.nba.com/player/76394/HISTADD-cal-christensen",False,False,True,"","","","",True
"Bob Christian","","","","","","","","https://www.nba.com/player/76395/HISTADD-bob-christian",False,False,True,"","1944-05-11T00:00:00","1969 #109","4 Years",True
"Cam Christie","LAC","","","","","","","https://www.nba.com/player/1642353/cam-christie",True,False,False,"","July 24, 2005","2024 R2 Pick 46","Rookie",False
"Doug Christie","","","","","","","","https://www.nba.com/player/57/doug-christie",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/57.png","May 9, 1970","1992 R1 Pick 17","15 Years",False
"Max Christie","DAL","","","","","","","https://www.nba.com/player/1631108/max-christie",True,False,False,"","February 10, 2003","2022 R2 Pick 35","2 Years",False
"Dionte Christmas","","","","","","","","https://www.nba.com/player/202091/dionte-christmas",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/202091.png","September 15, 1986","Undrafted","2 Years",False
"Rakeem Christmas","","","","","","","","https://www.nba.com/player/1626176/rakeem-christmas",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1626176.png","December 1, 1991","2015 R2 Pick 36","3 Years",False
"Semaj Christon","","","","","","","","https://www.nba.com/player/203902/semaj-christon",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/203902.png","November 1, 1992","2014 R2 Pick 55","2 Years",False
"Josh Christopher","MIA","","","","","","","https://www.nba.com/player/1630528/josh-christopher",True,False,False,"","December 8, 2001","2021 R1 Pick 24","2 Years",False
"Patrick Christopher","","","","","","","","https://www.nba.com/player/203565/patrick-christopher",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/203565.png","June 3, 1988","Undrafted","1 Year",False
"Robert Churchwell","","","","","","","","https://www.nba.com/player/928/robert-churchwell",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/928.png","February 20, 1972","Undrafted","1 Year",False
"Sidy Cissoko","POR","","","","","","","https://www.nba.com/player/1631321/sidy-cissoko",True,False,False,"","April 2, 2004","2023 R2 Pick 44","1 Year",False
"Archie Clark","","","","","","","","https://www.nba.com/player/76397/HISTADD-archie-clark",False,False,True,"","1941-07-15T00:00:00","1966 #37","10 Years",True
"Carlos Clark","","","","","","","","https://www.nba.com/player/76398/HISTADD-carlos-clark",False,False,True,"","1960-08-10T00:00:00","1983 #91","2 Years",True
"Earl Clark","","","","","","","","https://www.nba.com/player/201947/earl-clark",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/201947.png","January 17, 1988","2009 R1 Pick 14","6 Years",False
"Gary Clark","","","","","","","","https://www.nba.com/player/1629109/gary-clark",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1629109.png","November 16, 1994","Undrafted","5 Years",False
"Ian Clark","","","","","","","","https://www.nba.com/player/203546/ian-clark",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/203546.png","March 7, 1991","Undrafted","7 Years",False
"Jaylen Clark","MIN","","","","","","","https://www.nba.com/player/1641740/jaylen-clark",True,False,False,"","October 13, 2001","2023 R2 Pick 53","Rookie",False
"Keon Clark","","","","","","","","https://www.nba.com/player/1721/keon-clark",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1721.png","April 16, 1975","1998 R1 Pick 13","7 Years",False
"Brandon Clarke","MEM","","","","","","","https://www.nba.com/player/1629634/brandon-clarke",True,False,False,"","September 19, 1996","2019 R1 Pick 21","5 Years",False
"Coty Clarke","","","","","","","","https://www.nba.com/player/1626262/coty-clarke",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1626262.png","July 4, 1992","Undrafted","1 Year",False
"Jordan Clarkson","UTA","","","","","","","https://www.nba.com/player/203903/jordan-clarkson",True,False,False,"","June 7, 1992","2014 R2 Pick 46","10 Years",False
"Gian Clavell","","","","","","","","https://www.nba.com/player/1628492/gian-clavell",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1628492.png","November 26, 1993","Undrafted","1 Year",False
"Victor Claver","","","","","","","","https://www.nba.com/player/201964/victor-claver",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/201964.png","August 30, 1988","2009 R1 Pick 22","3 Years",False
"Charles Claxton","","","","","","","","https://www.nba.com/player/1127/charles-claxton",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1127.png","December 13, 1970","1994 R2 Pick 50","1 Year",False
"Nic Claxton","BKN","","","","","","","https://www.nba.com/player/1629651/nicolas-claxton",True,False,False,"","April 17, 1999","2019 R2 Pick 31","5 Years",False
"Speedy Claxton","","","","","","","","https://www.nba.com/player/2049/speedy-claxton",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/2049.png","May 8, 1978","2000 R1 Pick 20","8 Years",False
"Jim Cleamons","","","","","","","","https://www.nba.com/player/76402/HISTADD-jim-cleamons",False,False,True,"","1949-09-13T00:00:00","1971 #13","9 Years",True
"Mateen Cleaves","","","","","","","","https://www.nba.com/player/2043/mateen-cleaves",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/2043.png","September 7, 1977","2000 R1 Pick 14","7 Years",False
"John Clemens","","","","","","","","https://www.nba.com/player/76403/HISTADD-barry-clemens",False,False,True,"","1943-05-01T00:00:00","1965 #19","11 Years",True
"Chris Clemons","","","","","","","","https://www.nba.com/player/1629598/chris-clemons",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1629598.png","July 23, 1997","Undrafted","2 Years",False
"Antonius Cleveland","","","","","","","","https://www.nba.com/player/1628499/antonius-cleveland",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1628499.png","February 2, 1994","Undrafted","3 Years",False
"Nat Clifton","","","","","","","","https://www.nba.com/player/76404/HISTADD-sweetwater-clifton",False,False,True,"","1922-10-13T00:00:00","Undrafted #Undrafted","8 Years",True
"Donovan Clingan","POR","","","","","","","https://www.nba.com/player/1642270/donovan-clingan",True,False,False,"","February 23, 2004","2024 R1 Pick 7","Rookie",False
"Bill Closs","","","","","","","","https://www.nba.com/player/76406/HISTADD-bill-closs",False,False,True,"","1922-01-08T00:00:00","Undrafted #Undrafted","3 Years",True
"Keith Closs","","","","","","","","https://www.nba.com/player/1569/keith-closs",False,False,True,"","April 3, 1976","Undrafted","4 Years",False
"Noah Clowney","BKN","","","","","","","https://www.nba.com/player/1641730/noah-clowney",True,False,False,"","July 14, 2004","2023 R1 Pick 21","1 Year",False
"Paul Cloyd","","","","","","","","https://www.nba.com/player/76407/HISTADD-paul-cloyd",False,False,True,"","","","",True
"Marion Cluggish","","","","","","","","https://www.nba.com/player/76408/HISTADD-bob-cluggish",False,False,True,"","1917-09-18T00:00:00","Undrafted #Undrafted","1 Years",True
"Ben Clyde","","","","","","","","https://www.nba.com/player/76409/HISTADD-ben-clyde",False,False,True,"","1951-06-10T00:00:00","1974 #89","1 Years",True
